field,hash,crop_path,example_sample_dir,example_png,count
start_min,ee7d76c770aad896487f60aa9873bfc3,outputs\debug\crop_start_min_123.png,data\B12,data\B12\0ada181a-fdf9-45ef-8862-34ab7ee62bab.png,1
end_min,7e1daf02a10b89b5817848b4bd470c81,outputs\debug\crop_end_min_124.png,data\B12,data\B12\0ada181a-fdf9-45ef-8862-34ab7ee62bab.png,1
peak_width_sec,5dfe1bdfb9d887b88b7b83707a5c208f,outputs\debug\crop_peak_width_sec_125.png,data\B12,data\B12\0ada181a-fdf9-45ef-8862-34ab7ee62bab.png,1
detection_threshold,88be21b7604695d96bfa9cc98455fed1,outputs\debug\crop_detection_threshold_126.png,data\B12,data\B12\0ada181a-fdf9-45ef-8862-34ab7ee62bab.png,1
minimum_height,af93d2ad66c08c845133aed513ab0b4f,outputs\debug\crop_minimum_height_127.png,data\B12,data\B12\0ada181a-fdf9-45ef-8862-34ab7ee62bab.png,1
start_min,c2086c44a5de3b1fea313ed6485ad553,outputs\debug\crop_start_min_128.png,data\B13,data\B13\d19428fe-4f67-4f47-bfe6-8af69b1d4535.png,1
end_min,ffde383cdbca3440294c972bcffcf21c,outputs\debug\crop_end_min_129.png,data\B13,data\B13\d19428fe-4f67-4f47-bfe6-8af69b1d4535.png,1
peak_width_sec,e2854523b00fcdcbab7804e7dbe9bb1b,outputs\debug\crop_peak_width_sec_130.png,data\B13,data\B13\d19428fe-4f67-4f47-bfe6-8af69b1d4535.png,1
detection_threshold,f0558c38ef54612eb69084fd79e182b1,outputs\debug\crop_detection_threshold_131.png,data\B13,data\B13\d19428fe-4f67-4f47-bfe6-8af69b1d4535.png,1
minimum_area,73a8c0e4d2aa57c0605b40921f577fbf,outputs\debug\crop_minimum_area_132.png,data\B13,data\B13\d19428fe-4f67-4f47-bfe6-8af69b1d4535.png,1
minimum_height,8120df122c996eb4ac68598304a0d61c,outputs\debug\crop_minimum_height_133.png,data\B13,data\B13\d19428fe-4f67-4f47-bfe6-8af69b1d4535.png,1
start_min,b09812eba5ab0eda9bfae50be5c1a530,outputs\debug\crop_start_min_134.png,data\B14,data\B14\2b85f569-a371-438c-b33f-9d41cb9fbfcd.png,1
end_min,33ad9cb38bd29cace2bb7c9658507514,outputs\debug\crop_end_min_135.png,data\B14,data\B14\2b85f569-a371-438c-b33f-9d41cb9fbfcd.png,1
peak_width_sec,e9c0da9cf803d8ecaf10fe293f02bd37,outputs\debug\crop_peak_width_sec_136.png,data\B14,data\B14\2b85f569-a371-438c-b33f-9d41cb9fbfcd.png,1
detection_threshold,ea5515baa8e1895990ceb7b8ca3a767c,outputs\debug\crop_detection_threshold_137.png,data\B14,data\B14\2b85f569-a371-438c-b33f-9d41cb9fbfcd.png,1
minimum_area,2cdbbe624a459eb48a2d741f21fc8bea,outputs\debug\crop_minimum_area_138.png,data\B14,data\B14\2b85f569-a371-438c-b33f-9d41cb9fbfcd.png,1
minimum_height,117e4bdae87a26aaced3b7d97327962a,outputs\debug\crop_minimum_height_139.png,data\B14,data\B14\2b85f569-a371-438c-b33f-9d41cb9fbfcd.png,1
start_min,b9e65023a1017834c2e8d6e8622321aa,outputs\debug\crop_start_min_140.png,data\B15,data\B15\6714efe2-0896-4efa-8d06-bd3cb70fc37c.png,1
end_min,0aedff3d6515e58370b8d25bfc74d2c7,outputs\debug\crop_end_min_141.png,data\B15,data\B15\6714efe2-0896-4efa-8d06-bd3cb70fc37c.png,1
peak_width_sec,11e3cbf24fb84529c8cfbf13ad670914,outputs\debug\crop_peak_width_sec_142.png,data\B15,data\B15\6714efe2-0896-4efa-8d06-bd3cb70fc37c.png,1
detection_threshold,8310ec6a9b6ef81bcd9917d7868a67b7,outputs\debug\crop_detection_threshold_143.png,data\B15,data\B15\6714efe2-0896-4efa-8d06-bd3cb70fc37c.png,1
minimum_area,dd06f742556343de1a4ec8a50d0afb22,outputs\debug\crop_minimum_area_144.png,data\B15,data\B15\6714efe2-0896-4efa-8d06-bd3cb70fc37c.png,1
minimum_height,5c98dc3abb2d7c7bf7effd9e846e14bd,outputs\debug\crop_minimum_height_145.png,data\B15,data\B15\6714efe2-0896-4efa-8d06-bd3cb70fc37c.png,1
start_min,7b22a070c3a4becc81466db82049b3d4,outputs\debug\crop_start_min_146.png,data\B2,data\B2\2dd0231a-70a3-494a-9371-7fded0bacf04.png,2
end_min,4a103298c87b2b49ea78f3f92f75c85a,outputs\debug\crop_end_min_147.png,data\B2,data\B2\2dd0231a-70a3-494a-9371-7fded0bacf04.png,3
peak_width_sec,b628b11fc4c6cdbf34bbe35d7e8a4079,outputs\debug\crop_peak_width_sec_148.png,data\B2,data\B2\2dd0231a-70a3-494a-9371-7fded0bacf04.png,2
detection_threshold,45ca6c0ef84dd41fa0086ca3d43afb03,outputs\debug\crop_detection_threshold_149.png,data\B2,data\B2\2dd0231a-70a3-494a-9371-7fded0bacf04.png,2
minimum_area,5cfd41246072370deb3e4e09b2b801e5,outputs\debug\crop_minimum_area_150.png,data\B2,data\B2\2dd0231a-70a3-494a-9371-7fded0bacf04.png,4
minimum_height,e4d5ab191a84c2b3051c9fd0add2e994,outputs\debug\crop_minimum_height_151.png,data\B2,data\B2\2dd0231a-70a3-494a-9371-7fded0bacf04.png,2
start_min,b305875c290b7a1e2b866106661c934d,outputs\debug\crop_start_min_152.png,data\B3,data\B3\5eec6999-0c65-4730-82ef-b78df5d4468d.png,2
end_min,ad12a278b60487455acf3f5c9b9bbb9e,outputs\debug\crop_end_min_153.png,data\B3,data\B3\5eec6999-0c65-4730-82ef-b78df5d4468d.png,2
peak_width_sec,5fa1a13f61dee1b0093958fc6b45fd40,outputs\debug\crop_peak_width_sec_154.png,data\B3,data\B3\5eec6999-0c65-4730-82ef-b78df5d4468d.png,3
detection_threshold,032fdfee91ec8c4f6c2aacc2c4610d44,outputs\debug\crop_detection_threshold_155.png,data\B3,data\B3\5eec6999-0c65-4730-82ef-b78df5d4468d.png,3
minimum_area,6c744b2dce856d499022d7b96e3566b0,outputs\debug\crop_minimum_area_156.png,data\B3,data\B3\5eec6999-0c65-4730-82ef-b78df5d4468d.png,3
minimum_height,521a5680f8d8e41e64058228ba9a4e0e,outputs\debug\crop_minimum_height_157.png,data\B3,data\B3\5eec6999-0c65-4730-82ef-b78df5d4468d.png,2
start_min,a7c7b97b61c57b4b77bd7d137f883ec2,outputs\debug\crop_start_min_158.png,data\B4,data\B4\fe1e28ea-e50d-4bc6-8973-2bea98d56121.png,2
end_min,f211d67ac4cbe6d3a82fa8328c187b1e,outputs\debug\crop_end_min_159.png,data\B4,data\B4\fe1e28ea-e50d-4bc6-8973-2bea98d56121.png,3
peak_width_sec,5f6a08fa0ffd46506905e8216295f739,outputs\debug\crop_peak_width_sec_160.png,data\B4,data\B4\fe1e28ea-e50d-4bc6-8973-2bea98d56121.png,2
detection_threshold,740084a8ae9e59ca2f8dcab493f295ef,outputs\debug\crop_detection_threshold_161.png,data\B4,data\B4\fe1e28ea-e50d-4bc6-8973-2bea98d56121.png,2
minimum_area,998f2899878c8cad5129d3b03e803b5b,outputs\debug\crop_minimum_area_162.png,data\B4,data\B4\fe1e28ea-e50d-4bc6-8973-2bea98d56121.png,3
minimum_height,a713e9c408f7f7c2e3ddc2dff13e2d40,outputs\debug\crop_minimum_height_163.png,data\B4,data\B4\fe1e28ea-e50d-4bc6-8973-2bea98d56121.png,2
start_min,a1ffe3adbbb2a276d71fa44cd92708fc,outputs\debug\crop_start_min_164.png,data\B5,data\B5\d249aafa-9327-475d-96e6-a9b6973912d1.png,2
end_min,6ba5847d931a6b2a5eb0050575cbf7d2,outputs\debug\crop_end_min_165.png,data\B5,data\B5\d249aafa-9327-475d-96e6-a9b6973912d1.png,3
peak_width_sec,79f313892390bf9e046370d2b5d3a51a,outputs\debug\crop_peak_width_sec_166.png,data\B5,data\B5\d249aafa-9327-475d-96e6-a9b6973912d1.png,2
detection_threshold,49798591dbb5bfce3f244d49d8f9d93c,outputs\debug\crop_detection_threshold_167.png,data\B5,data\B5\d249aafa-9327-475d-96e6-a9b6973912d1.png,3
minimum_area,928917635d1f26b1be3b836b7356cbd1,outputs\debug\crop_minimum_area_168.png,data\B5,data\B5\d249aafa-9327-475d-96e6-a9b6973912d1.png,4
minimum_height,e3cc5d95845b5dea8bbf742e1a0e92ce,outputs\debug\crop_minimum_height_169.png,data\B5,data\B5\d249aafa-9327-475d-96e6-a9b6973912d1.png,2
start_min,ab084de60fe6d32f6a1e171ff46a5e60,outputs\debug\crop_start_min_170.png,data\B6,data\B6\d409fe14-4f2a-4a27-a8ab-56e735d418d3.png,2
end_min,43164dce2b26ab5796337fdf0632ff93,outputs\debug\crop_end_min_171.png,data\B6,data\B6\d409fe14-4f2a-4a27-a8ab-56e735d418d3.png,2
peak_width_sec,7c9f31cb388d9f94ac6c3d3a1cbcb4bb,outputs\debug\crop_peak_width_sec_172.png,data\B6,data\B6\d409fe14-4f2a-4a27-a8ab-56e735d418d3.png,3
detection_threshold,c7d7fa0eddc19fabaabdf779af2c8b99,outputs\debug\crop_detection_threshold_173.png,data\B6,data\B6\d409fe14-4f2a-4a27-a8ab-56e735d418d3.png,3
minimum_area,d296a237b21e89ffb952b66e8a4a2aeb,outputs\debug\crop_minimum_area_174.png,data\B6,data\B6\d409fe14-4f2a-4a27-a8ab-56e735d418d3.png,4
minimum_height,15f5457f68d4096265cc6d0c5832bad0,outputs\debug\crop_minimum_height_175.png,data\B6,data\B6\d409fe14-4f2a-4a27-a8ab-56e735d418d3.png,3
start_min,7bc6c3cae5e54dcde1c368065000973b,outputs\debug\crop_start_min_176.png,data\B7,data\B7\b809eb23-3cf6-42d7-af44-f1c7a3987b06.png,2
end_min,7ed3ac8237c3d3f7594dd8643ae0c5e5,outputs\debug\crop_end_min_177.png,data\B7,data\B7\b809eb23-3cf6-42d7-af44-f1c7a3987b06.png,2
peak_width_sec,0a11ee2296eaf9a6e4ae6c9585ebf59b,outputs\debug\crop_peak_width_sec_178.png,data\B7,data\B7\b809eb23-3cf6-42d7-af44-f1c7a3987b06.png,2
detection_threshold,3e0c17afdc6ba03b177e9a7f3d943bd4,outputs\debug\crop_detection_threshold_179.png,data\B7,data\B7\b809eb23-3cf6-42d7-af44-f1c7a3987b06.png,2
minimum_area,0de0cdf453677f68000c8c66f07388ff,outputs\debug\crop_minimum_area_180.png,data\B7,data\B7\b809eb23-3cf6-42d7-af44-f1c7a3987b06.png,2
minimum_height,c3f0ecf86818cf6dfb2515af6629a519,outputs\debug\crop_minimum_height_181.png,data\B7,data\B7\b809eb23-3cf6-42d7-af44-f1c7a3987b06.png,2
start_min,7bcb0f2290592332d1bceedd4193c22f,outputs\debug\crop_start_min_182.png,data\B8,data\B8\fe723e1c-dfca-4700-bb58-cfbe9043484e.png,2
end_min,f52893be4a9fecdc75f849ed048bae2a,outputs\debug\crop_end_min_183.png,data\B8,data\B8\fe723e1c-dfca-4700-bb58-cfbe9043484e.png,2
peak_width_sec,dbd9552232eb5f0d741090191b257c01,outputs\debug\crop_peak_width_sec_184.png,data\B8,data\B8\fe723e1c-dfca-4700-bb58-cfbe9043484e.png,2
detection_threshold,8ab24114311ee2a8098227319af80859,outputs\debug\crop_detection_threshold_185.png,data\B8,data\B8\fe723e1c-dfca-4700-bb58-cfbe9043484e.png,2
minimum_area,eff2e5d38b0e337c927c1728be07e826,outputs\debug\crop_minimum_area_186.png,data\B8,data\B8\fe723e1c-dfca-4700-bb58-cfbe9043484e.png,2
minimum_height,6930b7e8f55c9390418f2bda246a7dad,outputs\debug\crop_minimum_height_187.png,data\B8,data\B8\fe723e1c-dfca-4700-bb58-cfbe9043484e.png,2
start_min,4fc8e7922f15918af51c0ca9a4e81b2f,outputs\debug\crop_start_min_188.png,data\B9,data\B9\9e5c3b03-05e8-41b7-9878-8188074a3b50.png,3
end_min,6267d1a4a5efc0b710c96237ae875383,outputs\debug\crop_end_min_189.png,data\B9,data\B9\9e5c3b03-05e8-41b7-9878-8188074a3b50.png,3
peak_width_sec,b0d2ebf6081a6eae264a19c80e33a09f,outputs\debug\crop_peak_width_sec_190.png,data\B9,data\B9\9e5c3b03-05e8-41b7-9878-8188074a3b50.png,3
detection_threshold,a049a700a2ae7248f0f4ac97c28b9b19,outputs\debug\crop_detection_threshold_191.png,data\B9,data\B9\9e5c3b03-05e8-41b7-9878-8188074a3b50.png,3
minimum_area,c77b807ee864edbb9abf498755c98033,outputs\debug\crop_minimum_area_192.png,data\B9,data\B9\9e5c3b03-05e8-41b7-9878-8188074a3b50.png,3
minimum_height,0c13480e4dd6fc4fd0f322f1bce7f553,outputs\debug\crop_minimum_height_193.png,data\B9,data\B9\9e5c3b03-05e8-41b7-9878-8188074a3b50.png,3
start_min,ece61de7a2dc06af42c3dfc3ad0db876,outputs\debug\crop_start_min_194.png,data\BC1,data\BC1\0980e054-7877-4002-bca3-8b66fc2d9a88.png,1
end_min,b5afccc0917cdd93891c381667a9df63,outputs\debug\crop_end_min_195.png,data\BC1,data\BC1\0980e054-7877-4002-bca3-8b66fc2d9a88.png,1
peak_width_sec,186084a73c243f998cd5571e906e79ee,outputs\debug\crop_peak_width_sec_196.png,data\BC1,data\BC1\0980e054-7877-4002-bca3-8b66fc2d9a88.png,1
detection_threshold,43bed9c1bfcc19fb47b716e1c2fdead1,outputs\debug\crop_detection_threshold_197.png,data\BC1,data\BC1\0980e054-7877-4002-bca3-8b66fc2d9a88.png,1
minimum_area,c4d65e79ebbb23c7726dc9bab0bc6eae,outputs\debug\crop_minimum_area_198.png,data\BC1,data\BC1\0980e054-7877-4002-bca3-8b66fc2d9a88.png,1
minimum_height,6971c8d7e68081c3dbc962ae0b347668,outputs\debug\crop_minimum_height_199.png,data\BC1,data\BC1\0980e054-7877-4002-bca3-8b66fc2d9a88.png,1
start_min,853e1dbe8d84c94dc32e3502a0fabe62,outputs\debug\crop_start_min_200.png,data\BC10,data\BC10\41c82bc4-c81d-4043-9687-72a7ad7468a9.png,1
end_min,3b8ce3da3403184985920179517c0475,outputs\debug\crop_end_min_201.png,data\BC10,data\BC10\41c82bc4-c81d-4043-9687-72a7ad7468a9.png,1
peak_width_sec,f246aaa9e3eea52cbb45ac78d09b5618,outputs\debug\crop_peak_width_sec_202.png,data\BC10,data\BC10\41c82bc4-c81d-4043-9687-72a7ad7468a9.png,1
detection_threshold,943caed96c1cd47091d3d3cf25d1bcc7,outputs\debug\crop_detection_threshold_203.png,data\BC10,data\BC10\41c82bc4-c81d-4043-9687-72a7ad7468a9.png,1
minimum_height,9a6af4928c21d6ca33a6a0401958f1ea,outputs\debug\crop_minimum_height_204.png,data\BC10,data\BC10\41c82bc4-c81d-4043-9687-72a7ad7468a9.png,1
start_min,8f111c83623341689ca22ff01917f21f,outputs\debug\crop_start_min_205.png,data\BC11,data\BC11\0ee9ebc5-2ed0-4e8b-af12-2223662da81f.png,1
end_min,8165e9aa639324057d50b290c4f62bc5,outputs\debug\crop_end_min_206.png,data\BC11,data\BC11\0ee9ebc5-2ed0-4e8b-af12-2223662da81f.png,1
peak_width_sec,73b6c01b0f2536b0f2ee7922398912a6,outputs\debug\crop_peak_width_sec_207.png,data\BC11,data\BC11\0ee9ebc5-2ed0-4e8b-af12-2223662da81f.png,1
detection_threshold,140a56b2f0798915181319b30c2c1061,outputs\debug\crop_detection_threshold_208.png,data\BC11,data\BC11\0ee9ebc5-2ed0-4e8b-af12-2223662da81f.png,1
minimum_area,a05fe7e6501bf56c4d1306d337ef4657,outputs\debug\crop_minimum_area_209.png,data\BC11,data\BC11\0ee9ebc5-2ed0-4e8b-af12-2223662da81f.png,1
minimum_height,85245a03024316d4ce0a46154e0d52b0,outputs\debug\crop_minimum_height_210.png,data\BC11,data\BC11\0ee9ebc5-2ed0-4e8b-af12-2223662da81f.png,1
start_min,17d03ff42829f51661c9ea2a3725fddb,outputs\debug\crop_start_min_211.png,data\BC2,data\BC2\391e9b57-93e5-46b0-8bd1-bb41000827ad.png,2
end_min,0923fe0ef32519fbd2f7e41ac22d660b,outputs\debug\crop_end_min_212.png,data\BC2,data\BC2\391e9b57-93e5-46b0-8bd1-bb41000827ad.png,2
peak_width_sec,8ba154ead1e331f2f1b6b14a466b5067,outputs\debug\crop_peak_width_sec_213.png,data\BC2,data\BC2\391e9b57-93e5-46b0-8bd1-bb41000827ad.png,2
detection_threshold,2283a903a577da72ba15824729e8e802,outputs\debug\crop_detection_threshold_214.png,data\BC2,data\BC2\391e9b57-93e5-46b0-8bd1-bb41000827ad.png,2
minimum_area,fc7503ea21f67cb4a31fa75eda380ac1,outputs\debug\crop_minimum_area_215.png,data\BC2,data\BC2\391e9b57-93e5-46b0-8bd1-bb41000827ad.png,2
minimum_height,d50375eb815da02ea009a9e411689998,outputs\debug\crop_minimum_height_216.png,data\BC2,data\BC2\391e9b57-93e5-46b0-8bd1-bb41000827ad.png,2
start_min,903d9ce4ca94f6cd9242efb2c1649563,outputs\debug\crop_start_min_217.png,data\BC3,data\BC3\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,4
end_min,2709cc70230993804bc3ce30e6c45e7a,outputs\debug\crop_end_min_218.png,data\BC3,data\BC3\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,4
peak_width_sec,3186d9dc435601f0e8532f9fe2f4e16b,outputs\debug\crop_peak_width_sec_219.png,data\BC3,data\BC3\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,4
detection_threshold,cd897f1e0be3c46cb2330d5727942064,outputs\debug\crop_detection_threshold_220.png,data\BC3,data\BC3\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,4
minimum_area,e0412f900c4e22dcf8c690eafb33dd0e,outputs\debug\crop_minimum_area_221.png,data\BC3,data\BC3\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,4
minimum_height,62560545dc7bf4689d9b959200b969e4,outputs\debug\crop_minimum_height_222.png,data\BC3,data\BC3\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,4
start_min,e8fb4545bc849f200d99c77bba80d66c,outputs\debug\crop_start_min_223.png,data\BC4,data\BC4\683bfe48-ffc3-4198-8891-a08383f600ff.png,2
end_min,58fc3a7607d59329c474961ba3683e63,outputs\debug\crop_end_min_224.png,data\BC4,data\BC4\683bfe48-ffc3-4198-8891-a08383f600ff.png,2
peak_width_sec,bf86c6dbf3605897dbfb4ead2da0b3fe,outputs\debug\crop_peak_width_sec_225.png,data\BC4,data\BC4\683bfe48-ffc3-4198-8891-a08383f600ff.png,2
detection_threshold,9812a53bd3c662b6d4c574a1755bcd88,outputs\debug\crop_detection_threshold_226.png,data\BC4,data\BC4\683bfe48-ffc3-4198-8891-a08383f600ff.png,2
minimum_area,25e025ddcc8ba4a3967b90d194245a03,outputs\debug\crop_minimum_area_227.png,data\BC4,data\BC4\683bfe48-ffc3-4198-8891-a08383f600ff.png,2
minimum_height,a764c0116b00afb45af9fb4fd94c9852,outputs\debug\crop_minimum_height_228.png,data\BC4,data\BC4\683bfe48-ffc3-4198-8891-a08383f600ff.png,2
start_min,024fbfb8321fc07e748327c73c869daa,outputs\debug\crop_start_min_229.png,data\BC6,data\BC6\0f7e35ac-f361-41b5-999a-39c0f09c7dfd.png,1
end_min,978b0c61630ce583e888915d213d5b1b,outputs\debug\crop_end_min_230.png,data\BC6,data\BC6\0f7e35ac-f361-41b5-999a-39c0f09c7dfd.png,1
peak_width_sec,c6f2bbe1b4d097d2728d2129e7adbd9a,outputs\debug\crop_peak_width_sec_231.png,data\BC6,data\BC6\0f7e35ac-f361-41b5-999a-39c0f09c7dfd.png,2
detection_threshold,5e46fbe4cfb97c18460240986ccb48a5,outputs\debug\crop_detection_threshold_232.png,data\BC6,data\BC6\0f7e35ac-f361-41b5-999a-39c0f09c7dfd.png,1
minimum_height,b28d668ab233a4c2ee6fe079e919bb01,outputs\debug\crop_minimum_height_233.png,data\BC6,data\BC6\0f7e35ac-f361-41b5-999a-39c0f09c7dfd.png,1
start_min,d88d2f2cc88a36baea07a5d91c03220c,outputs\debug\crop_start_min_234.png,data\BC7,data\BC7\34606c95-1d2a-47d0-ada1-6b3c90274b73.png,1
end_min,28bd7c3686cb009be8a61e16318abcb7,outputs\debug\crop_end_min_235.png,data\BC7,data\BC7\34606c95-1d2a-47d0-ada1-6b3c90274b73.png,1
detection_threshold,4d5846c87676644d56be2884541a05e7,outputs\debug\crop_detection_threshold_236.png,data\BC7,data\BC7\34606c95-1d2a-47d0-ada1-6b3c90274b73.png,1
minimum_height,8b98b0790d817ae50afbbb8c0d19dd43,outputs\debug\crop_minimum_height_237.png,data\BC7,data\BC7\34606c95-1d2a-47d0-ada1-6b3c90274b73.png,1
start_min,4787b601ce22ed5d140594fe58eb2a2c,outputs\debug\crop_start_min_238.png,data\BC8,data\BC8\bb97e18a-b734-4041-b33f-6274663b13b7.png,1
end_min,f223ec5e7f51659b07b51f1eef625cc7,outputs\debug\crop_end_min_239.png,data\BC8,data\BC8\bb97e18a-b734-4041-b33f-6274663b13b7.png,1
detection_threshold,155ab225a876837653fc2e1f42fea0c3,outputs\debug\crop_detection_threshold_240.png,data\BC8,data\BC8\bb97e18a-b734-4041-b33f-6274663b13b7.png,1
minimum_height,8af80bea411a3b4369f704261f6a5bd6,outputs\debug\crop_minimum_height_241.png,data\BC8,data\BC8\bb97e18a-b734-4041-b33f-6274663b13b7.png,1
start_min,0fc0769861577821a462b816a79e1618,outputs\debug\crop_start_min_242.png,data\BC9,data\BC9\46b6e196-9a2a-46fd-a9c7-a3eccdd2c1a6.png,1
end_min,e65161a4544c8a5201f823b1f366ad68,outputs\debug\crop_end_min_243.png,data\BC9,data\BC9\46b6e196-9a2a-46fd-a9c7-a3eccdd2c1a6.png,1
peak_width_sec,bb848d8fb2d4d72be745f0c2349ddef0,outputs\debug\crop_peak_width_sec_244.png,data\BC9,data\BC9\46b6e196-9a2a-46fd-a9c7-a3eccdd2c1a6.png,1
detection_threshold,3e08173bfb1632505b45e105431e5495,outputs\debug\crop_detection_threshold_245.png,data\BC9,data\BC9\46b6e196-9a2a-46fd-a9c7-a3eccdd2c1a6.png,1
