sample_dir,group_root,sample_name,arw_path,arw_size,arw_md5,cdf_path,cdf_size,rpt_path,rpt_size,png_count,parameter_pngs,plot_pngs,unknown_pngs,status,arw_trace_points,arw_time_min,arw_time_max,arw_signal_min,arw_signal_max,arw_signal_range,arw_baseline_p05,arw_noise_early_mad,arw_main_peak_time,arw_width_above_1pct,arw_width_above_5pct,arw_integrated_peak_count,arw_integrated_area_sum,arw_integrated_max_height,rpt_trace_points,rpt_time_min,rpt_time_max,rpt_signal_min,rpt_signal_max,rpt_signal_range,rpt_baseline_p05,rpt_noise_early_mad,rpt_main_peak_time,rpt_width_above_1pct,rpt_width_above_5pct,rpt_integrated_peak_count,rpt_integrated_area_sum,rpt_integrated_max_height,target_peak_count,hmws_time,hmws_height,hmws_area,hmws_area_pct_norm,monomer_time,monomer_height,monomer_area,monomer_area_pct_norm,lmws_time,lmws_height,lmws_area,lmws_area_pct_norm,duplicate_group_size,duplicate_dirs
data\A1,data,A1,data\A1\Method3252.arw,67084,c7f4b8d0ca12473fbc74f9ab62c2965f,data\A1\Method3252.cdf,25512,data\A1\Method_m32_result_3289.rpt,65410,2,data\A1\04f59218-5b59-4434-9444-f646a63c8e41.png,data\A1\06da9426-ca9d-4235-b2ad-e831a54a913e.png,,ok,3000,0.0028125,9.999479,-5.233288e-05,0.3042557,0.30430803288,-4.887581e-05,3.6060815e-06,5.112813,0.5333329999999998,0.35666700000000073,0,0.0,0.0,3000,0.0028125,9.999479,0.0,100.0,100.0,0.001136043,0.001185015000000001,5.112813,0.5333329999999998,0.35666700000000073,3,51378.313019,0.304314,3,4.389747,0.0005783072,165.8623,0.32282550798945686,5.113978,0.304314,51204.25,99.66121305124278,6.115086,5.752986e-05,8.200719,0.015961440767756088,3,data\A1;data\A3;extra\42
data\A10,data,A10,data\A10\data7482.arw,201028,d0787d3c2d9a7a2057527678183a4bfe,data\A10\data7482.cdf,73660,data\A10\data_m32_result_7685.rpt,179200,2,data\A10\105c52a9-75dc-4943-89cc-492f52487f76.png,,data\A10\c8fdfb66-b60d-4beb-b362-f1d37b935090.png,ok,9000,0.0001041667,29.99677,-0.0004627705,0.1045935,0.1050562705,-0.0002304912,1.063943e-05,15.1701,10.043330000000001,9.42333,0,0.0,0.0,9000,0.0001041667,29.99677,0.0,100.0,100.0,0.2211,0.01012739999999998,15.1701,10.043330000000001,9.42333,6,55580.42628,0.1047213,0,,,,,,,,,,,,,1,
data\A11,data,A11,data\A11\data7622.arw,196504,05428fc7c249d2ad039d2a54696b6ed9,data\A11\data7622.cdf,73228,data\A11\data_m32_result_7689.rpt,181212,2,data\A11\89fb5ae9-a06e-4eb8-a472-61cc65067921.png,,data\A11\6cd66dfa-3673-473b-9de3-8ef98febe15e.png,ok,9000,0.003020833,29.99969,-0.000246644,0.1039328,0.10417944400000001,2.378226e-05,6.4373e-06,15.16302,9.536659999999998,1.09333,0,0.0,0.0,9000,0.003020833,29.99969,0.0,100.0,100.0,0.2595774,0.006179099999999993,15.16302,9.536659999999998,1.09333,6,54968.68758,0.1038753,0,,,,,,,,,,,,,1,
data\A12,data,A12,data\A12\data7602.arw,195353,39964f50efe61d14f679dd42c14c4bee,data\A12\data7602.cdf,73568,data\A12\data_m32_result_7688.rpt,170673,2,data\A12\7b1036ff-f04b-4e9b-9325-21c26c01d9a9.png,,data\A12\646c0e3f-5a8f-4495-83d3-234de5968902.png,ok,9000,0.0009375,29.9976,-0.0002563596,0.006663561,0.0069199206,1.972914e-05,6.139275000000001e-06,15.1776,13.37,9.393340000000002,0,0.0,0.0,9000,0.0009375,29.9976,0.0,100.0,100.0,3.989767,0.08871900000000021,15.1776,13.37,9.393340000000002,4,3537.11585,0.006626359,0,,,,,,,,,,,,,1,
data\A13,data,A13,data\A13\data6460.arw,195572,cd44b15b85bad10eddd6258bcff0eef4,data\A13\data6460.cdf,73656,data\A13\data_m32_result_6526.rpt,191781,2,data\A13\1485b2e3-c11c-413c-818b-c12990e1986e.png,,data\A13\e76c1b90-3eee-427d-a1a9-8d5b5af41650.png,ok,9000,0.0021875,29.99885,-5.960464e-07,0.2878027,0.28780329604640004,3.3348798000000026e-06,3.15905e-06,15.16885,9.17,1.0666700000000002,0,0.0,0.0,9000,0.0021875,29.99885,0.0,100.0,100.0,0.001365837500000001,0.001097641,15.16885,9.17,1.0666700000000002,6,144332.79061999999,0.2877797,0,,,,,,,,,,,,,1,
data\A14,data,A14,data\A14\data6468.arw,192892,0135ac349a165fd0b92af7127314d1a0,data\A14\data6468.cdf,73228,data\A14\data_m32_result_6528.rpt,189208,0,,,,missing_png|no_parameter_png_detected,9000,0.0007291667,29.9974,4.947186e-06,0.2857748,0.28576985281399997,1.007319e-05,2.95043e-06,15.1674,9.190000000000001,1.1133400000000009,0,0.0,0.0,9000,0.0007291667,29.9974,0.001731148,100.0,99.998268852,0.003524868,0.0010324319999999998,15.1674,9.190000000000001,1.1133400000000009,6,150734.02366,0.2857488,0,,,,,,,,,,,,,1,
data\A15,data,A15,data\A15\data6464.arw,196207,e76a7500eecfab8898241f17e4183c5a,data\A15\data6464.cdf,73708,data\A15\data_m32_result_6527.rpt,191484,2,data\A15\ec496b7b-3838-4d59-97de-1dbd8296f808.png,,data\A15\f77b6f18-542a-414c-abe8-449297c45a9b.png,ok,9000,0.0005208334,29.99719,-9.715558e-06,0.2964128,0.296422515558,-5.483628e-06,3.9339069e-06,15.16719,9.186670000000001,1.1066699999999994,0,0.0,0.0,9000,0.0005208334,29.99719,0.0,100.0,100.0,0.001427668,0.001327128,15.16719,9.186670000000001,1.1066699999999994,7,156550.8462,0.2963904,0,,,,,,,,,,,,,1,
data\A16,data,A16,data\A16\data5511.arw,198916,d8e2680022379b1fe5a8f9dbff7f1937,data\A16\data5511.cdf,73760,data\A16\data_m32_result_5651.rpt,185367,2,data\A16\55f00973-f5fc-4c69-bfea-230a2595facf.png,,data\A16\f2c21858-dc07-4b3f-8fd1-871c77554093.png,ok,9000,0.001145833,29.99781,-0.0002200604,0.2214316,0.2216516604,-0.00019270478,8.195635000000002e-06,16.58115,10.546669999999999,1.4600000000000009,0,0.0,0.0,9000,0.001145833,29.99781,0.0,100.0,100.0,0.012341685500000001,0.003697524999999993,16.58115,10.546669999999999,1.4600000000000009,8,145137.53660000002,0.2215244,0,,,,,,,,,,,,,1,
data\A17,data,A17,data\A17\data5515.arw,198657,07d3992e13f5ef7d747e0e6d614763dc,data\A17\data5515.cdf,73760,data\A17\data_m32_result_5652.rpt,184990,2,data\A17\54f3f70d-1a2a-4376-95a2-838b5c1b2c90.png,,data\A17\f4b85cc4-81e7-4b57-a66d-653f979334dc.png,ok,9000,0.001354167,29.99802,-0.0002353788,0.2285318,0.2287671788,-0.0001904965,7.301569999999999e-06,16.58469,10.516670000000001,1.4633299999999991,0,0.0,0.0,9000,0.001354167,29.99802,0.0,100.0,100.0,0.0196192,0.003191704999999996,16.58469,10.516670000000001,1.4633299999999991,8,149598.84329999998,0.2286092,0,,,,,,,,,,,,,1,
data\A18,data,A18,data\A18\data5519.arw,197076,a7105e490fae7ef020cbea7343b55092,data\A18\data5519.cdf,73712,data\A18\data_m32_result_5653.rpt,182116,2,data\A18\20955b56-b84c-4781-a805-de308717cea8.png,,data\A18\fdd09dba-97bf-4d06-b800-c1e8c3dcaf31.png,ok,9000,0.0015625,29.99823,-0.0002785325,0.2145842,0.21486273250000001,-0.00019777118,9.566545000000002e-06,16.58823,10.52334,1.4866700000000002,0,0.0,0.0,9000,0.0015625,29.99823,0.0,100.0,100.0,0.037587383,0.004452350000000001,16.58823,10.52334,1.4866700000000002,7,141166.58942,0.2146821,0,,,,,,,,,,,,,1,
data\A19,data,A19,data\A19\data2402.arw,198236,ae4054190b545528ff66e24953c16f52,data\A19\data2402.cdf,73712,data\A19\data_m32_result_2527.rpt,187911,2,data\A19\8474c41e-ded8-4d23-96ba-8d2380af34b3.png,,data\A19\4d89843f-562f-46a9-bd0f-6da5093f0b3b.png,ok,9000,0.002604167,29.99927,-7.033348e-05,0.2536476,0.25371793348,-6.40779705e-05,4.5001500000000004e-06,16.5226,10.243329999999998,1.3033300000000025,0,0.0,0.0,9000,0.002604167,29.99927,0.0,100.0,100.0,0.002465536350000001,0.0017736850000000005,16.5226,10.243329999999998,1.3033300000000025,7,154942.83473,0.2536844,0,,,,,,,,,,,,,1,
data\A2,data,A2,data\A2\Method3222.arw,65538,f5516fe163485d0e2572d97e53df5ed9,data\A2\Method3222.cdf,25512,data\A2\Method_m32_result_3286.rpt,66378,2,data\A2\f825f862-7976-4fd2-959a-b6fcf9619311.png,data\A2\9422e327-52a2-4b03-a2a2-81d67eb4a41e.png,,ok,3000,0.0003125,9.996979,-2.384186e-06,0.2984087,0.29841108418600004,7.152558e-07,2.3841800000000003e-06,5.116979,0.5533329999999994,0.37333399999999983,0,0.0,0.0,3000,0.0003125,9.996979,0.0,100.0,100.0,0.001038648,0.0007989600000000005,5.116979,0.5533329999999994,0.37333399999999983,3,51141.32926,0.2984516,3,4.397648,0.0005633514,166.6472,0.3258562153376457,5.118248,0.2984516,50952.87,99.63149323115579,6.125752,8.76822e-05,21.81206,0.042650553506555444,2,data\A2;extra\39
data\A20,data,A20,data\A20\data2440.arw,199115,0e077787bf9beaa7ae4d21237b369f22,data\A20\data2440.cdf,73664,data\A20\data_m32_result_2528.rpt,189773,2,data\A20\02bf27e3-9035-4a42-b536-43b7225995fc.png,,data\A20\77d32cb7-82aa-458a-9f83-f90989f9b47a.png,ok,9000,0.001145833,29.99781,-4.464388e-05,0.2566655,0.25671014387999996,-3.868342e-05,4.23193e-06,16.53115,10.209999999999999,1.3000000000000007,0,0.0,0.0,9000,0.001145833,29.99781,0.0,100.0,100.0,0.002321866,0.0016485249999999996,16.53115,10.209999999999999,1.3000000000000007,6,155324.32472,0.2566496,0,,,,,,,,,,,,,1,
data\A21,data,A21,data\A21\data2462.arw,197858,cedaa284675b80e74e8d7535563a410b,data\A21\data2462.cdf,73712,data\A21\data_m32_result_2529.rpt,189689,2,data\A21\db79b6d5-813e-42ef-9798-4c725b838f3f.png,,data\A21\3b15ea15-02e4-4ccf-9dcb-320569673131.png,ok,9000,0.001354167,29.99802,-3.600121e-05,0.2561508,0.25618680121000004,-2.956391e-05,3.1590463000000004e-06,16.53469,10.21,1.3000000000000007,0,0.0,0.0,9000,0.001354167,29.99802,0.0,100.0,100.0,0.002512737,0.0012331000000000009,16.53469,10.21,1.3000000000000007,7,154913.58417999998,0.2561434,0,,,,,,,,,,,,,1,
data\A3,data,A3,data\A3\Method3252.arw,67084,c7f4b8d0ca12473fbc74f9ab62c2965f,data\A3\Method3252.cdf,25512,data\A3\Method_m32_result_3289.rpt,65410,2,data\A3\04f59218-5b59-4434-9444-f646a63c8e41.png,data\A3\06da9426-ca9d-4235-b2ad-e831a54a913e.png,,ok,3000,0.0028125,9.999479,-5.233288e-05,0.3042557,0.30430803288,-4.887581e-05,3.6060815e-06,5.112813,0.5333329999999998,0.35666700000000073,0,0.0,0.0,3000,0.0028125,9.999479,0.0,100.0,100.0,0.001136043,0.001185015000000001,5.112813,0.5333329999999998,0.35666700000000073,3,51378.313019,0.304314,3,4.389747,0.0005783072,165.8623,0.32282550798945686,5.113978,0.304314,51204.25,99.66121305124278,6.115086,5.752986e-05,8.200719,0.015961440767756088,3,data\A1;data\A3;extra\42
data\A4,data,A4,data\A4\Method2160.arw,67379,d9cccb2c090bcba4e218364a847260f8,data\A4\Method2160.cdf,25232,data\A4\Method_m32_result_2236.rpt,66491,2,data\A4\432f87be-e397-4328-9cb9-49a17b2bfa64.png,data\A4\599f9f0b-5d9b-4e4b-b7bf-6c89ff26e92d.png,,ok,3000,0.002604167,9.99927,-2.533198e-05,0.2888411,0.28886643198,-2.169609e-05,1.4007100000000007e-06,4.922604,0.5766670000000005,0.3700000000000001,0,0.0,0.0,3000,0.002604167,9.99927,0.0,100.0,100.0,0.001258673,0.00048489849999999984,4.922604,0.5766670000000005,0.3700000000000001,3,50709.47757,0.2888901,3,4.223415,0.0004918479,111.1882,0.219265126221256,4.473894,0.0002760621,42.48937,0.08378980032154174,4.923919,0.2888901,50555.8,99.6969450734572,2,data\A4;extra\66
data\A5,data,A5,data\A5\Method3242.arw,0,d41d8cd98f00b204e9800998ecf8427e,data\A5\Method3242.cdf,25228,data\A5\Method_m32_result_3287.rpt,63541,2,data\A5\942b2fde-d2c1-4b2d-a6aa-3d4f58f150c2.png,data\A5\15fdd3b8-82f1-4972-ab3c-1d0c1857ee7c.png,,bad_arw,0,,,,,,,,,,,,,,3000,0.003229167,9.999896,0.0,100.0,100.0,0.001640781,0.0011719850000000013,5.086563,4.7066669999999995,4.3833340000000005,3,48294.24883,0.2796996,3,4.371362,0.0006854129,208.6693,0.43207898467275946,5.086133,0.2796996,48063.02,99.52120835171505,6.080941,0.0001033936,22.55953,0.046712663612206766,6,data\A5;extra\38;extra\40;extra\41;extra\44;extra\63
data\A6,data,A6,data\A6\Method2226.arw,65692,26c546e2c4c7bd10654da065c4fc0c8c,data\A6\Method2226.cdf,25520,data\A6\Method_m32_result_2239.rpt,66294,2,data\A6\1ea2adaf-fa3a-422e-b30d-0d210f05ceb1.png,data\A6\0f2ca32b-2a4e-460e-a368-40ed1d09c8b3.png,,ok,3000,0.001145833,9.997812,-5.841256e-06,0.2893651,0.289370941256,-1.072884e-06,1.0728799999999998e-06,4.924479,0.5766660000000003,0.3699999999999992,0,0.0,0.0,3000,0.001145833,9.997812,0.0,100.0,100.0,0.001647841,0.000370764,4.924479,0.5766660000000003,0.3699999999999992,3,50598.517069999994,0.2893678,3,4.223661,0.0004814095,110.4092,0.21820639495670502,4.477485,0.0002697295,40.08787,0.07922736143539712,4.923502,0.2893678,50448.02,99.7025662436079,2,data\A6;extra\69
data\A7,data,A7,data\A7\data8022.arw,193822,ca01f036902a1aa58261b9e0e8958e88,data\A7\data8022.cdf,73664,data\A7\data_m32_result_8200.rpt,184668,2,data\A7\ff37e3c5-09eb-4793-9462-71adf1bb55f2.png,data\A7\9f931791-edd7-4424-a2c4-20478d647680.png,,ok,9000,0.003229167,29.9999,-0.0002417565,0.2842368,0.28447855650000003,1.609326e-06,1.3709079999999992e-06,15.12656,1.59333,1.08,0,0.0,0.0,9000,0.003229167,29.9999,0.0,100.0,100.0,0.08554801,0.0004819000000000073,15.12656,1.59333,1.08,6,143851.73299000002,0.2842198,0,,,,,,,,,,,,,1,
data\A8,data,A8,data\A8\data8042.arw,195650,6b86bb8e26f0cfb4d50b752478beb5fc,data\A8\data8042.cdf,73712,data\A8\data_m32_result_8201.rpt,181732,2,data\A8\b7710e2b-31c2-429d-bd18-2e14e420d7fe.png,,data\A8\6c6c468f-425a-4281-8f7d-d14bca44c3ff.png,ok,9000,0.001979167,29.99865,-0.000264287,0.2792494,0.27951368699999996,2.628565e-05,1.1324900000000024e-06,15.12865,1.5899999999999999,1.07667,0,0.0,0.0,9000,0.001979167,29.99865,0.0,100.0,100.0,0.1039565,0.00040520000000000833,15.12865,1.5899999999999999,1.07667,7,141166.7449,0.2792152,0,,,,,,,,,,,,,1,
data\A9,data,A9,data\A9\data8062.arw,195790,3e7efdc2f824315dd1ac2d2576187013,data\A9\data8062.cdf,73664,data\A9\data_m32_result_8202.rpt,181547,2,data\A9\d006975f-865f-4df7-a10b-416040159371.png,,data\A9\62034378-4a51-40c8-a1ca-565ab82434aa.png,ok,9000,0.0005208334,29.99719,-0.0003307462,0.2916394,0.2919701462,1.549721e-06,1.4305200000000007e-06,15.12719,1.5866700000000016,1.07667,0,0.0,0.0,9000,0.0005208334,29.99719,0.0,100.0,100.0,0.1138116,0.0004900000000000043,15.12719,1.5866700000000016,1.07667,6,147218.932693,0.2916283,0,,,,,,,,,,,,,1,
data\B1,data,B1,data\B1\data12696.arw,66623,6a5c53cc7e8a01383346b0d46641d97b,data\B1\data12696.cdf,25616,data\B1\data_m32_result_12865.rpt,64389,1,data\B1\319f0c5a-7b7d-4cb3-adb6-bb509b0e36e7.png,,,ok,3000,0.0005208334,9.997188,-5.966425e-05,0.1620367,0.16209636425,-5.40644e-05,2.771610000000003e-06,4.793854,1.8766660000000002,1.0833330000000005,0,0.0,0.0,3000,0.0005208334,9.997188,0.0,100.0,100.0,0.003454645450000001,0.0017098549999999997,4.793854,1.8766660000000002,1.0833330000000005,5,41680.427410000004,0.1620556,5,3.756395,0.003012629,1053.589,2.52777878123971,4.106571,0.009218691,2973.339,7.133657653632013,4.795164,0.1620556,37165.89,89.16868734192283,1,
data\B10,data,B10,data\B10\data1533.arw,198735,2df05dfb2bf0c46069fc2c234da40c22,data\B10\data1533.cdf,73664,data\B10\data_m32_result_2246.rpt,185013,2,data\B10\8da600e9-bb95-46ba-9cdf-538f9af92084.png,,data\B10\a1c7324a-0d54-4a19-bc7d-814a322c2ea5.png,ok,9000,0.0015625,29.99823,-0.0001074672,0.2029543,0.2030617672,-6.729364e-05,1.3709100000000014e-06,16.3649,4.356670000000001,1.4499999999999975,0,0.0,0.0,9000,0.0015625,29.99823,0.0,100.0,100.0,0.0197839,0.0006751200000000013,16.3649,4.356670000000001,1.4499999999999975,6,139280.67109999998,0.202996,0,,,,,,,,,,,,,1,
data\B11,data,B11,data\B11\data1537.arw,199233,1552cb1626137afb9a83b9da6511e8fd,data\B11\data1537.cdf,73664,data\B11\data_m32_result_2247.rpt,185057,2,data\B11\bc5c6613-95c4-43f7-ba4d-84c8645c2712.png,,data\B11\441420a7-e3a8-48db-b23b-4eb6fc828cba.png,ok,9000,0.001770833,29.99844,-0.0001193285,0.2052375,0.20535682849999998,-5.227328e-05,3.9041000000000004e-06,16.36844,4.1899999999999995,1.4333299999999998,0,0.0,0.0,9000,0.001770833,29.99844,0.0,100.0,100.0,0.03265304,0.0019011349999999982,16.36844,4.1899999999999995,1.4333299999999998,6,136630.259,0.2052865,0,,,,,,,,,,,,,1,
data\B12,data,B12,data\B12\data1541.arw,197831,6878a0f335fd0ef48ab5d8c7106d114e,data\B12\data1541.cdf,73664,data\B12\data_m32_result_2248.rpt,187762,2,data\B12\d42d5a7f-7958-4d23-bd05-40ea9fbe6ee8.png,,data\B12\0ada181a-fdf9-45ef-8862-34ab7ee62bab.png,ok,9000,0.0005208334,29.99719,-7.158518e-05,0.2192952,0.21936678518,-4.053116e-06,1.37090736e-06,16.37385,2.9066600000000005,1.4299999999999997,0,0.0,0.0,9000,0.0005208334,29.99719,0.0,100.0,100.0,0.030785,0.0006249399999999974,16.37385,2.9066600000000005,1.4299999999999997,6,139591.20369999998,0.2192793,0,,,,,,,,,,,,,1,
data\B13,data,B13,data\B13\data1222.arw,196034,eebd04850bbee96160e0df957162b768,data\B13\data1222.cdf,73664,data\B13\data_m32_result_1408.rpt,187012,2,data\B13\d19428fe-4f67-4f47-bfe6-8af69b1d4535.png,,data\B13\ff71f823-1af2-4c41-9ee0-9958e07b2db0.png,ok,9000,0.002395833,29.99906,-4.929304e-05,0.2141874,0.21423669304,-4.529953e-05,5.602838e-06,16.28906,5.609999999999999,1.3633300000000013,0,0.0,0.0,9000,0.002395833,29.99906,0.0,100.0,100.0,0.001864065,0.002615250000000003,16.28906,5.609999999999999,1.3633300000000013,6,146749.9609,0.2142028,0,,,,,,,,,,,,,1,
data\B14,data,B14,data\B14\data1242.arw,195692,53c07954455e19e3c74ea1620f4dfb04,data\B14\data1242.cdf,73616,data\B14\data_m32_result_1409.rpt,187259,2,data\B14\b69448c6-a3ef-40c2-a0fa-4385692fb8f2.png,,data\B14\2b85f569-a371-438c-b33f-9d41cb9fbfcd.png,ok,9000,0.0009375,29.9976,-2.765656e-05,0.1977747,0.19780235656,-2.336502e-05,4.11272e-06,16.28094,8.466669999999999,1.376669999999999,0,0.0,0.0,9000,0.0009375,29.9976,0.0,100.0,100.0,0.002169607,0.0020792069999999996,16.28094,8.466669999999999,1.376669999999999,5,135551.54400000002,0.1977598,0,,,,,,,,,,,,,1,
data\B15,data,B15,data\B15\data1262.arw,198566,1cf2ff3399bccabdc44a756f72e87b24,data\B15\data1262.cdf,73616,data\B15\data_m32_result_1410.rpt,190557,2,data\B15\b43ed423-d8b1-4fe3-86dc-6219e7d288cb.png,,data\B15\6714efe2-0896-4efa-8d06-bd3cb70fc37c.png,ok,9000,0.0028125,29.99948,-4.428625e-05,0.2192028,0.21924708625,-4.094839e-05,3.42727e-06,16.29615,3.943340000000001,1.3633300000000013,0,0.0,0.0,9000,0.0028125,29.99948,0.0,100.0,100.0,0.00152242,0.0015632009999999993,16.29615,3.943340000000001,1.3633300000000013,5,145778.1469,0.2192122,0,,,,,,,,,,,,,1,
data\B2,data,B2,data\B2\Method2762.arw,66114,e8a33a6d0ef483bdd4a5ce8269c57e29,data\B2\Method2762.cdf,25232,data\B2\Method_m32_result_2850.rpt,63925,2,data\B2\2dd0231a-70a3-494a-9371-7fded0bacf04.png,data\B2\871cf3ed-527c-44b9-898b-f7c59267df01.png,,ok,3000,0.001145833,9.997812,-7.224083e-05,0.2011525,0.20122474083,-9.655953e-06,8.940694999999999e-07,4.964479,1.6400009999999998,1.0166659999999998,0,0.0,0.0,3000,0.001145833,9.997812,0.0,100.0,100.0,0.03110199,0.00044431999999999805,4.964479,1.6400009999999998,1.0166659999999998,4,46252.29355,0.2011455,4,3.93052,0.004155353,1279.675,2.7667276620923373,4.280543,0.02249154,4759.308,10.289885397477764,4.965739,0.2011455,40193.11,86.89971224140515,2,data\B2;extra\47
