sample_dir,group_root,sample_name,arw_path,arw_size,arw_md5,cdf_path,cdf_size,rpt_path,rpt_size,png_count,parameter_pngs,plot_pngs,unknown_pngs,status,arw_trace_points,arw_time_min,arw_time_max,arw_signal_min,arw_signal_max,arw_signal_range,arw_baseline_p05,arw_noise_early_mad,arw_main_peak_time,arw_width_above_1pct,arw_width_above_5pct,arw_integrated_peak_count,arw_integrated_area_sum,arw_integrated_max_height,rpt_trace_points,rpt_time_min,rpt_time_max,rpt_signal_min,rpt_signal_max,rpt_signal_range,rpt_baseline_p05,rpt_noise_early_mad,rpt_main_peak_time,rpt_width_above_1pct,rpt_width_above_5pct,rpt_integrated_peak_count,rpt_integrated_area_sum,rpt_integrated_max_height,target_peak_count,hmws_time,hmws_height,hmws_area,hmws_area_pct_norm,monomer_time,monomer_height,monomer_area,monomer_area_pct_norm,lmws_time,lmws_height,lmws_area,lmws_area_pct_norm,duplicate_group_size,duplicate_dirs
extra\83,extra,83,extra\83\Method1256.arw,66341,649761114c5e57d40f34b0108df0361f,extra\83\Method1256.cdf,25568,extra\83\Method_m32_result_1313.rpt,63816,2,extra\83\148e66b3-2c4b-4871-a27a-b2a3a7419fc5.png,extra\83\eb2c70cb-7660-47c9-a9ad-3b96e26a8733.png,,ok,3000,0.001145833,9.997812,-0.0001536608,0.2194817,0.2196353608,-1.740754e-05,1.99675545e-06,4.954479,1.7600000000000002,1.0066670000000002,0,0.0,0.0,3000,0.001145833,9.997812,0.0,100.0,100.0,0.062036133,0.0009091299999999941,4.954479,1.7600000000000002,1.0066670000000002,4,48714.18151,0.2194708,4,3.927545,0.006723267,1980.921,4.066415443300342,4.271693,0.03477972,6779.427,13.916742085892022,4.95467,0.2194708,39939.04,81.98647449675687,1,
extra\84,extra,84,extra\84\Method1260.arw,66510,23c03ccf37cc26cd83d14c6031f62f74,extra\84\Method1260.cdf,25616,extra\84\Method_m32_result_1314.rpt,64101,2,extra\84\75fefc85-8d85-4155-8fb0-30016c896401.png,extra\84\6abef129-580c-43b5-b9d6-752aa20747bf.png,,ok,3000,0.003020833,9.999687,-5.38826e-05,0.2168018,0.2168556826,-2.294779e-05,2.32458e-06,4.953021,1.7566669999999998,1.0099999999999998,0,0.0,0.0,3000,0.003020833,9.999687,0.0,100.0,100.0,0.01426516,0.0010719499999999986,4.953021,1.7566669999999998,1.0099999999999998,5,48591.85801,0.2168568,5,3.927375,0.006715173,1949.405,4.011793497583115,4.271737,0.03478186,6813.319,14.021523932255993,4.954432,0.2168568,39738.21,81.7795647818654,1,
extra\85,extra,85,extra\85\Method1264.arw,66953,39704a0b49d98b80daa9e6870b8b23c8,extra\85\Method1264.cdf,25616,extra\85\Method_m32_result_1315.rpt,64104,2,extra\85\f3a84aab-b9fe-4f96-8ba2-7baa26cce0f1.png,extra\85\bdaac4e8-f7c8-44f7-99f0-db81c53820a0.png,,ok,3000,0.003020833,9.999687,-0.0001576543,0.2075806,0.2077382543,-3.5288929999999996e-05,3.3974649999999993e-06,4.953021,1.7566670000000002,1.0066669999999993,0,0.0,0.0,3000,0.003020833,9.999687,0.0,100.0,100.0,0.058903635499999996,0.0016354600000000052,4.953021,1.7566670000000002,1.0066669999999993,5,46378.411049999995,0.2076307,5,3.926459,0.006371328,1823.74,3.9323037566635217,4.271212,0.03350838,6455.261,13.918676500237712,4.954245,0.2076307,38031.93,82.0035209032889,1,
extra\86,extra,86,extra\86\Method1268.arw,66987,61d7182c5920d45940fa07847d2066b7,extra\86\Method1268.cdf,25568,extra\86\Method_m32_result_1316.rpt,63887,2,extra\86\d05daeb0-aaab-425b-95f5-36342057f7de.png,extra\86\d3c12d27-f7f6-456a-a6a1-3ba421738462.png,,ok,3000,0.003229167,9.999896,-0.0001546741,0.2195514,0.2197060741,-3.522933e-05,3.010034999999999e-06,4.953229,1.7199999999999998,1.0066670000000002,0,0.0,0.0,3000,0.003229167,9.999896,0.0,100.0,100.0,0.0543657035,0.00137002499999999,4.953229,1.7199999999999998,1.0066670000000002,4,48779.493879999995,0.2196015,4,3.92679,0.006555685,1841.845,3.775859184867787,4.271448,0.03543747,6767.041,13.872716712984476,4.954412,0.2196015,40154.96,82.31934529452727,1,
extra\87,extra,87,extra\87\Method1272.arw,67538,f9c1b80b8e75cd0e99121627c7015276,extra\87\Method1272.cdf,25520,extra\87\Method_m32_result_1319.rpt,64412,2,extra\87\eb171b2e-411b-4ffb-a2b7-8ccc2d58b586.png,extra\87\6e89d2c3-120e-4b53-a1e7-cba4003fec26.png,,ok,3000,0.003229167,9.999896,-0.0001148582,0.273754,0.2738688582,-1.949072e-05,1.937151e-06,4.956563,0.5466659999999992,0.35333400000000026,0,0.0,0.0,3000,0.003229167,9.999896,0.0,100.0,100.0,0.0348223,0.0007073250000000017,4.956563,0.5466659999999992,0.35333400000000026,3,45876.07397,0.2737755,3,4.248966,0.0003731405,81.80973,0.17832766172078784,4.520841,0.0002353657,31.77424,0.06926102704598983,4.955772,0.2737755,45762.49,99.75241131123323,1,
extra\88,extra,88,extra\88\Method1112.arw,68344,519334b0a2d94335f30e0384815b17d8,extra\88\Method1112.cdf,25620,extra\88\Method_m32_result_2325.rpt,63254,2,extra\88\cb30321f-21d8-471d-8ecc-32714c0b869e.png,extra\88\c56c99b3-18c8-4279-b21c-21fdbcf3e5f1.png,,ok,3000,0.0001041667,9.996771,-0.0008292199,0.2264328,0.2272620199,-0.0007926822,2.6106835e-05,5.103437,0.5233340000000002,0.3433339999999996,0,0.0,0.0,3000,0.0001041667,9.996771,0.0,100.0,100.0,0.01607732,0.011487550000000013,5.103437,0.5233340000000002,0.3433339999999996,5,37571.955369,0.226903,5,4.384096,0.0009986432,244.273,0.650147157902635,4.703808,0.0006270025,32.74955,0.0871648805029219,5.103254,0.226903,37253.73,99.15302420149642,1,
extra\89,extra,89,extra\89\Method1116.arw,67569,1bec3f2d1ce96e2bc1849995f2d60709,extra\89\Method1116.cdf,25616,extra\89\Method_m32_result_1147.rpt,62895,2,extra\89\6c71118d-0a9e-4e41-a4be-95d0b3b09d89.png,extra\89\83ba568c-dde5-46c1-aab5-780dfbacdad5.png,,ok,3000,0.0001041667,9.996771,-0.0006014109,0.2195971,0.22019851089999998,-0.00047004528,1.6123049999999998e-05,5.103437,1.656666,0.9833340000000002,0,0.0,0.0,3000,0.0001041667,9.996771,0.0,100.0,100.0,0.059657816499999995,0.007322099999999998,5.103437,1.656666,0.9833340000000002,5,45009.24092,0.2199654,5,4.036995,0.003565227,950.1819,2.1110818147074855,4.401454,0.02432012,4549.198,10.10725332623539,5.10184,0.2199654,39457.49,87.66530870878772,1,
extra\90,extra,90,extra\90\Method1120.arw,67587,d310c4e14ed6c2fe14593e0edd30fb62,extra\90\Method1120.cdf,25616,extra\90\Method_m32_result_1148.rpt,62166,2,extra\90\879ab663-3927-4d53-bc1b-6f28510d1a44.png,extra\90\fe5ac901-9209-47ee-87c9-f0ed356d0a97.png,,ok,3000,0.001979167,9.998646,-0.0008459092,0.2431551,0.2440010092,-0.000300776925,8.881095000000005e-06,5.105312,1.2999999999999998,0.9266670000000001,0,0.0,0.0,3000,0.001979167,9.998646,0.0,100.0,100.0,0.223413915,0.0036398000000000263,5.105312,1.2999999999999998,0.9266670000000001,5,46414.12075,0.2433025,5,4.06165,0.0007042716,150.8066,0.3249153437857594,4.416416,0.01484097,2756.128,5.938123905966698,5.10535,0.2433025,43360.15,93.4201689040937,1,
extra\91,extra,91,extra\91\Method1124.arw,68035,f11007cdc55df154a273ba52cc15bc6a,extra\91\Method1124.cdf,25524,extra\91\Method_m32_result_1149.rpt,63981,2,extra\91\dab407a5-77f7-427e-bf2d-ebd3e76b0c0c.png,extra\91\491a53f9-8078-4fb3-815a-71c28214ac05.png,,ok,3000,0.001979167,9.998646,-0.0003031492,0.2255998,0.22590294919999998,-0.0002909899,7.689e-06,5.098646,0.5133340000000004,0.34000000000000075,0,0.0,0.0,3000,0.001979167,9.998646,0.0,100.0,100.0,0.005382554,0.0034036999999999956,5.098646,0.5133340000000004,0.34000000000000075,3,37530.58182,0.2258227,3,4.381965,0.001014767,264.3479,0.70435332249267,5.100085,0.2258227,37229.28,99.19718318931193,6.130397,0.000176798,36.95392,0.0984634881953983,1,
extra\92,extra,92,extra\92\Method1042.arw,68003,4701d9073dc4f3891336332326020165,extra\92\Method1042.cdf,25524,extra\92\Method_m32_result_1086.rpt,64763,2,extra\92\e80e59a2-ca42-4afe-bd20-596582d9780b.png,extra\92\a80f2367-59f9-4eb8-baf7-a0eb4b035bb3.png,,ok,3000,0.0005208334,9.997188,-0.0001851916,0.2189431,0.2191282916,-0.00017780368,4.47035e-06,5.097188,0.5233340000000002,0.3533330000000001,0,0.0,0.0,3000,0.0005208334,9.997188,0.0,100.0,100.0,0.0033715380000000003,0.0020400599999999963,5.097188,0.5233340000000002,0.3533330000000001,3,37266.49926,0.2190436,3,4.379004,0.001011989,269.5237,0.7232332130785715,5.097814,0.2190436,36964.6,99.18989101204888,6.126612,0.0001567492,32.37556,0.08687577487255507,1,
extra\98,extra,98,extra\98\Method1066.arw,66991,8744fcb5bd719e42e44c0d588c97810f,extra\98\Method1066.cdf,25568,extra\98\Method_m32_result_1092.rpt,61776,2,extra\98\391e9b57-93e5-46b0-8bd1-bb41000827ad.png;extra\98\f45d0c81-9208-4f5d-98d5-6de6f4ecd420.png,,,ok,3000,0.002604167,9.99927,-0.0003469587,0.1952111,0.1955580587,-0.00012356337999999998,2.920624999999999e-06,5.095938,1.6833329999999997,1.0,0,0.0,0.0,3000,0.002604167,9.99927,0.0,100.0,100.0,0.114234775,0.0014934499999999934,5.095938,1.6833329999999997,1.0,4,42995.0534,0.1952694,4,4.037598,0.005619854,1446.464,3.3642567821534555,4.397561,0.03089488,5865.039,13.641194826379724,5.096428,0.1952694,35457.08,82.46781244839667,2,data\BC2;extra\98
extra\99,extra,99,extra\99\Method1070.arw,67535,f6de665d5b511bda2ab8ff956d921537,extra\99\Method1070.cdf,25524,extra\99\Method_m32_result_1093.rpt,64265,2,extra\99\7a6d73b66f278ebf311e2a474c32eed3.png;extra\99\9aa76658-e6b7-40ad-ac9d-cb658b092bf0.png,,,ok,3000,0.0028125,9.999479,-0.0001372099,0.222595,0.22273220989999998,-7.36743205e-05,2.2649759999999997e-06,5.099479,0.5133329999999994,0.34333299999999944,0,0.0,0.0,3000,0.0028125,9.999479,0.0,100.0,100.0,0.028525542,0.0010169099999999959,5.099479,0.5133329999999994,0.34333299999999944,3,37487.022750000004,0.2226581,3,4.380934,0.00102668,270.3316,0.7211338222371899,5.100626,0.2226581,37182.66,99.18808502870503,6.129888,0.0001617161,34.03115,0.09078114905777625,1,
extra\D1,extra,D1,extra\D1\exp1562.arw,66241,376e46868cc1c3dc7d7852259e13a1c7,extra\D1\exp1562.cdf,25228,extra\D1\exp_m32_result_1610.rpt,64449,1,extra\D1\fe723e1c-dfca-4700-bb58-cfbe9043484e.png,,,ok,3000,0.001354167,9.998021,-7.891656e-05,0.1910962,0.19117511656,-7.224083e-05,3.7848950000000013e-06,5.271354,1.2033329999999998,0.4366669999999999,0,0.0,0.0,3000,0.001354167,9.998021,0.0,100.0,100.0,0.003491944,0.0019798049999999994,5.271354,1.2033329999999998,0.4366669999999999,4,41948.08467,0.1910761,4,3.313508,0.0005080064,172.3282,0.4108130355788185,4.698367,0.006053979,1647.323,3.927051766389982,5.272863,0.1910761,40054.06,95.4848363521242,2,data\B8;extra\D1
extra\D2,extra,D2,extra\D2\exp1542.arw,66937,6a29bee1131b08a476e68bdec7f9c42b,extra\D2\exp1542.cdf,25232,extra\D2\exp_m32_result_1609.rpt,64185,1,extra\D2\9e5c3b03-05e8-41b7-9878-8188074a3b50.png,,,ok,3000,0.001145833,9.997812,-8.928777e-05,0.2097849,0.20987418777,-7.701219e-05,5.096195e-06,5.271146,1.2000000000000002,0.4333329999999993,0,0.0,0.0,3000,0.001145833,9.997812,0.0,100.0,100.0,0.005849016,0.002428219999999995,5.271146,1.2000000000000002,0.4333329999999993,4,45884.082729999995,0.2097316,4,3.306286,0.0002192385,61.87638,0.13485369286797116,4.697651,0.006779016,1828.298,3.984601829698601,5.27133,0.2097316,43909.82,95.69728190575948,2,data\B9;extra\D2
extra\D3,extra,D3,extra\D3\exp1522.arw,67152,a1b58e9639ddd520fd4f2c14dcb87374,extra\D3\exp1522.cdf,25616,extra\D3\exp_m32_result_1608.rpt,64265,1,extra\D3\0789f4a2-9b4c-4a6e-bc1d-f70f5f0e5e1d.png,,,ok,3000,0.0028125,9.999479,-0.0001078248,0.1933496,0.1934574248,-9.73373705e-05,5.185605e-06,5.269479,1.21,0.4366669999999999,0,0.0,0.0,3000,0.0028125,9.999479,0.0,100.0,100.0,0.005421058500000001,0.0026804900000000006,5.269479,1.21,0.4366669999999999,4,42383.17689,0.1933334,4,3.304871,0.0001376189,38.1429,0.08999537740881226,4.697452,0.006186821,1672.593,3.9463606145924284,5.270178,0.1933334,40588.68,95.76601609016383,1,
extra\D4,extra,D4,extra\D4\exp1502.arw,66806,81ab34d4bed4c8dcf6395e83bf47fac4,extra\D4\exp1502.cdf,25228,extra\D4\exp_m32_result_1607.rpt,64028,1,extra\D4\d118ccca-31a5-40c7-9bcb-b68c2978b236.png,,,ok,3000,0.0009375,9.997604,-8.785725e-05,0.1898868,0.18997465724999998,-7.092953e-05,5.871057e-06,5.270937,1.2133330000000004,0.4400000000000004,0,0.0,0.0,3000,0.0009375,9.997604,0.0,100.0,100.0,0.008910517,0.00309044,5.270937,1.2133330000000004,0.4400000000000004,4,41664.17735,0.1898347,4,3.314981,0.0004411473,139.2092,0.3341220416536078,4.698423,0.005825316,1583.482,3.8005838605619324,5.269859,0.1898347,39858.61,95.66637945390755,1,
extra\D5,extra,D5,extra\D5\exp1482.arw,66852,bdc8952e31b7ab0a84ac6f56d60bd153,extra\D5\exp1482.cdf,25612,extra\D5\exp_m32_result_1606.rpt,63969,1,extra\D5\04d93412-f064-4709-b311-57df8c7ddd5f.png,,,ok,3000,0.0009375,9.997604,-0.0001048446,0.1885563,0.1886611446,-9.00089805e-05,4.172330000000003e-06,5.267604,1.2199999999999998,0.4400000000000004,0,0.0,0.0,3000,0.0009375,9.997604,0.0,100.0,100.0,0.0078636187,0.0022115499999999996,5.267604,1.2199999999999998,0.4400000000000004,4,41331.870859999995,0.1884865,4,3.318006,0.0003755512,109.5377,0.26501994156283887,4.699592,0.005524553,1491.604,3.6088470445782286,5.268275,0.1884865,39643.74,95.9156679219335,1,
extra\HT LL 1,extra,HT LL 1,extra\HT LL 1\testdata1078.arw,196577,49b895448d7d774ddbfa75ea9d7ca593,extra\HT LL 1\testdata1078.cdf,73232,extra\HT LL 1\testdata_m32_result_1174.rpt,187391,1,extra\HT LL 1\5eec6999-0c65-4730-82ef-b78df5d4468d.png,,,ok,9000,0.0001041667,29.99677,-3.618002e-05,0.1615226,0.16155878002,-3.147125e-05,2.980240000000002e-06,13.02677,3.7799999999999994,3.3066700000000004,0,0.0,0.0,9000,0.0001041667,29.99677,0.0,100.0,100.0,0.002914585,0.0018446754999999994,13.02677,3.7799999999999994,3.3066700000000004,6,157168.07150000002,0.1615302,0,,,,,,,,,,,,,2,data\B3;extra\HT LL 1
extra\HT LL 2,extra,HT LL 2,extra\HT LL 2\testdata1082.arw,196229,b2c571b076ddcaa1eeff232870ed6e54,extra\HT LL 2\testdata1082.cdf,73232,extra\HT LL 2\testdata_m32_result_1172.rpt,189767,1,extra\HT LL 2\b809eb23-3cf6-42d7-af44-f1c7a3987b06.png,,,ok,9000,0.0005208334,29.99719,-5.90086e-06,0.1649609,0.16496680085999998,-2.801419e-06,2.86102e-06,13.03052,3.76666,3.3166700000000002,0,0.0,0.0,9000,0.0005208334,29.99719,0.0,100.0,100.0,0.001878827,0.001734299,13.03052,3.76666,3.3166700000000002,6,162171.82040000003,0.1649315,0,,,,,,,,,,,,,2,data\B7;extra\HT LL 2
extra\HT LL 3,extra,HT LL 3,extra\HT LL 3\testdata1086.arw,196041,c60151f63d4e58db7fcf5045fe6caa53,extra\HT LL 3\testdata1086.cdf,73616,extra\HT LL 3\testdata_m32_result_1170.rpt,187810,1,extra\HT LL 3\6655492a-cbb9-4a0c-a8b6-44d42d075fb3.png,,,ok,9000,0.002395833,29.99906,-2.783537e-05,0.1634083,0.16343613537,-2.133846e-05,1.2516900000000012e-06,13.0424,3.7966599999999993,3.33666,0,0.0,0.0,9000,0.002395833,29.99906,0.0,100.0,100.0,0.003975196,0.0007658630000000003,13.0424,3.7966599999999993,3.33666,5,161966.14880000002,0.1634004,0,,,,,,,,,,,,,1,
extra\HT LL 4,extra,HT LL 4,extra\HT LL 4\testdata1090.arw,195835,4dda59d6af8eb5d8fa39b710bdc4751a,extra\HT LL 4\testdata1090.cdf,73616,extra\HT LL 4\testdata_m32_result_1168.rpt,186505,1,extra\HT LL 4\306a7c24-7fd6-4f2c-8e54-b6ef6bc91280.png,,,ok,9000,0.002604167,29.99927,-3.224611e-05,0.1572827,0.15731494611,-2.706051e-05,2.563001e-06,13.03594,3.8633299999999995,3.33666,0,0.0,0.0,9000,0.002604167,29.99927,0.0,100.0,100.0,0.003296318,0.0016292200000000007,13.03594,3.8633299999999995,3.33666,5,156709.21949999998,0.1572847,0,,,,,,,,,,,,,1,
extra\HT LL 5,extra,HT LL 5,extra\HT LL 5\testdata1094.arw,195887,3ef97dea26c800ecd8137f3530bb4900,extra\HT LL 5\testdata1094.cdf,73664,extra\HT LL 5\testdata_m32_result_1166.rpt,189118,1,extra\HT LL 5\bc63d184-3a79-410b-9578-a199719486a2.png,,,ok,9000,0.001354167,29.99802,-6.675721e-06,0.1398605,0.139867175721,-2.5063752499999975e-06,1.6689300000000006e-06,13.45135,4.210000000000001,3.75333,0,0.0,0.0,9000,0.001354167,29.99802,0.0,100.0,100.0,0.0029809312500000016,0.00119322,13.45135,4.210000000000001,3.75333,6,162012.36590000003,0.139838,0,,,,,,,,,,,,,1,
extra\jian1,extra,jian1,extra\jian1\Method4614.arw,66350,d852450fad47f348339c6f44e213c6d3,extra\jian1\Method4614.cdf,25664,extra\jian1\Method_m32_result_4635.rpt,64421,1,extra\jian1\7b5ec85f-c14a-47da-88ec-2f78ba49198c.png,,,ok,3000,0.0005208334,9.997188,-0.0001142025,0.2215011,0.2216153025,-4.577637e-05,2.29478e-06,5.010521,1.6633330000000002,0.966666,0,0.0,0.0,3000,0.0005208334,9.997188,0.0,100.0,100.0,0.03087608,0.0010354799999999983,5.010521,1.6633330000000002,0.966666,6,46807.05694000001,0.2215025,6,3.975228,0.005806717,1507.67,3.2210313968951705,4.322619,0.03207836,5935.719,12.681248059686276,5.011285,0.2215025,38480.96,82.21187683157932,2,data\BC3;extra\jian1
extra\jian2,extra,jian2,extra\jian2\Method4610.arw,66129,2404c366417c95d45d8f5a8eea4002d3,extra\jian2\Method4610.cdf,25616,extra\jian2\Method_m32_result_4634.rpt,64211,1,extra\jian2\683bfe48-ffc3-4198-8891-a08383f600ff.png,,,ok,3000,0.0021875,9.998855,-0.0001103878,0.2129923,0.2131026878,-4.48823e-05,2.8610249999999986e-06,5.012187,1.673334,0.9700000000000006,0,0.0,0.0,3000,0.0021875,9.998855,0.0,100.0,100.0,0.03073894,0.0013425549999999987,5.012187,1.673334,0.9700000000000006,5,45440.300540000004,0.2129818,5,3.976436,0.00603644,1558.996,3.430866392768801,4.322966,0.03274724,6104.421,13.433936236021205,5.011676,0.2129818,36951.37,81.3184982512882,2,data\BC4;extra\jian2
extra\jian3,extra,jian3,extra\jian3\Method4606.arw,67106,f33be1402f9dd450a73698fe3989ca8d,extra\jian3\Method4606.cdf,25616,extra\jian3\Method_m32_result_4633.rpt,64187,1,extra\jian3\fd1049ba-6d52-4608-b8be-cca8812d5615.png,,,ok,3000,0.0003125,9.996979,-0.0001479983,0.2246202,0.2247681983,-8.177758e-05,2.1755695e-06,5.013646,1.6766670000000001,0.9666670000000002,0,0.0,0.0,3000,0.0003125,9.996979,0.0,100.0,100.0,0.02946179,0.0009679150000000032,5.013646,1.6766670000000001,0.9666670000000002,5,48240.69697,0.2246648,5,3.978531,0.006487387,1647.273,3.4146956894598945,4.323944,0.03505819,6585.64,13.651626973995604,5.01253,0.2246648,39120.71,81.0948275152999,2,data\BC5;extra\jian3
extra\N1,extra,N1,extra\N1\Method1878.arw,198459,814f67924660894f558f270e7cf1cf9b,extra\N1\Method1878.cdf,32,extra\N1\Method_m32_result_2269.rpt,188411,1,extra\N1\33e17daf-b4a5-4091-8bc7-3ac78c8b7322.png,,,ok,9000,0.0007291667,29.9974,-0.000159204,0.3507526,0.35091180400000005,-0.0001538992,6.198879999999998e-06,17.51073,8.483330000000002,1.3733400000000024,0,0.0,0.0,9000,0.0007291667,29.9974,0.0,100.0,100.0,0.001511723,0.0017665000000000007,17.51073,8.483330000000002,1.3733400000000024,7,227684.46535999997,0.3508563,0,,,,,,,,,,,,,1,
extra\N2,extra,N2,extra\N2\Method1874.arw,197618,2935db0675636bead8ad3e3ead73d471,extra\N2\Method1874.cdf,73616,extra\N2\Method_m32_result_2268.rpt,187373,1,extra\N2\825fa56d-9df7-4109-8a88-0d57033494d0.png,,,ok,9000,0.0007291667,29.9974,-0.000110209,0.3111768,0.31128700899999995,-0.000105679,4.11272e-06,17.51073,8.540000000000003,1.370000000000001,0,0.0,0.0,9000,0.0007291667,29.9974,0.0,100.0,100.0,0.001455233,0.0013211999999999998,17.51073,8.540000000000003,1.370000000000001,5,202398.02302999998,0.311167,0,,,,,,,,,,,,,1,
extra\N3,extra,N3,extra\N3\Method1870.arw,198710,6f1c83b99389945e1df37e788b6159d9,extra\N3\Method1870.cdf,73712,extra\N3\Method_m32_result_2267.rpt,188144,1,extra\N3\ab2cc943-7ffc-4bf2-b622-bee98d69756f.png,,,ok,9000,0.0009375,29.9976,-0.0001766682,0.3477007,0.3478773682,-0.0001713634,5.990229999999991e-06,17.51094,8.510000000000002,1.3566700000000012,0,0.0,0.0,9000,0.0009375,29.9976,0.0,100.0,100.0,0.001524909,0.001721944999999999,17.51094,8.510000000000002,1.3566700000000012,7,224958.49673,0.3478202,0,,,,,,,,,,,,,1,
extra\N4,extra,N4,extra\N4\Method1866.arw,199495,bb2efb476d0ca23f7d227e7b18221c3d,extra\N4\Method1866.cdf,73664,extra\N4\Method_m32_result_2266.rpt,188780,1,extra\N4\cfb9f5c5-b2dd-4b61-b5a6-6d73e2df922f.png,,,ok,9000,0.0028125,29.99948,-0.000131309,0.3183008,0.318432109,-0.0001270175,3.1590499999999914e-06,17.51281,8.65333,1.3733299999999993,0,0.0,0.0,9000,0.0028125,29.99948,0.0,100.0,100.0,0.001347708,0.0009920600000000012,17.51281,8.65333,1.3733299999999993,6,207429.600005,0.3182977,0,,,,,,,,,,,,,1,
extra\N5,extra,N5,extra\N5\Method1862.arw,199661,99e75daa0a66654f7c9a2fd12a7e7294,extra\N5\Method1862.cdf,73568,extra\N5\Method_m32_result_2265.rpt,188971,1,extra\N5\d5fd399f-47ee-424d-aa9f-faf674c4786f.png,,,ok,9000,0.001145833,29.99781,-8.827449e-05,0.2987357,0.29882397449,-8.380414e-05,4.649170000000001e-06,17.51781,8.57667,1.3599999999999994,0,0.0,0.0,9000,0.001145833,29.99781,0.0,100.0,100.0,0.00149598,0.0015558200000000012,17.51781,8.57667,1.3599999999999994,4,192326.490131,0.2987053,0,,,,,,,,,,,,,1,
